GEMS Station Number,Historical GEMS Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
NLD00373,,NL38_OKLEIWE900,Netherlands (the),Lake station,KLEINE WETERING,,,RHINE-MEUSE,,7,TREND,NaT,European Environment Agency,51.7082,5.4015,,,,,,,,,,,
NLD00374,,NL38_OLAARWL430,Netherlands (the),River station,GRAAFSE RAAM  LAGE RAAM  PEELKANAAL EA,,,RHINE-MEUSE,,11,TREND,NaT,European Environment Agency,51.6991,5.8702,,,,,,,,,,,
NLD00375,,NL38_OLACTBE880,Netherlands (the),River station,LACTARIABEEK,,,RHINE-MEUSE,,19,TREND,NaT,European Environment Agency,51.6129,5.9171,,,,,,,,,,,
NLD00376,,NL38_OLAGERA250,Netherlands (the),Lake station,LAGE RAAM GEGRAVEN,,,RHINE-MEUSE,,11,TREND,NaT,European Environment Agency,51.6631,5.8537,,,,,,,,,,,
NLD00377,,NL38_OLEIJGR840,Netherlands (the),River station,LEIJGRAAF,,,RHINE-MEUSE,,6,TREND,NaT,European Environment Agency,51.6647,5.4425,,,,,,,,,,,
NLD00368,,NL38_OHERTWE900,Netherlands (the),Lake station,HERTOGSWETERING  HOEFGRAAF E A,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.7528,5.3569,,,,,,,,,,,
NLD00369,,NL38_OHOOGRA860,Netherlands (the),River station,HALSCHE BEEK EN HOOGE RAAM,,,RHINE-MEUSE,,9,TREND,NaT,European Environment Agency,51.7363,5.7407,,,,,,,,,,,
NLD00370,,NL38_OJANSBE880,Netherlands (the),River station,ST JANSBEEK,,,RHINE-MEUSE,,10,TREND,NaT,European Environment Agency,51.6398,5.9764,,,,,,,,,,,
NLD00371,,NL38_OKIEVLO100,Netherlands (the),River station,AA  EEUWSELSE LOOP EN KIEVITSLOOP,,,RHINE-MEUSE,,26,TREND,NaT,European Environment Agency,51.3268,5.7326,,,,,,,,,,,
NLD00372,,NL38_OKLEIAA890,Netherlands (the),River station,KLEINE AA,,,RHINE-MEUSE,,21,TREND,NaT,European Environment Agency,51.4173,5.7002,,,,,,,,,,,
NLD00056,,NL13_RO272,Netherlands (the),Lake station,RO272,,,,,,TREND,2009-01-01,,52.19971,4.65611,,,,5.29,,,,,,,
NLD00055,,NL13_RO184,Netherlands (the),Lake station,RO184,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.09329,4.55877,,,,0.49,,,,,,,
NLD00054,,NL13_RO169,Netherlands (the),Lake station,RO169,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.12169,4.40443,,,,0.35,,,,,,,
NLD00060,,NL13_RO308,Netherlands (the),Lake station,RO308,,,,,,TREND,2009-01-01,,52.40019,4.67428,,,,1.2,,,,,,,
NLD00059,,NL13_RO300,Netherlands (the),Lake station,RO300,,,,,,TREND,2009-01-01,,52.19176,4.51593,,,,0.93,,,,,,,
NLD00058,,NL13_RO281,Netherlands (the),Lake station,RO281,,,,,,TREND,2009-01-01,,52.24094,4.72324,,,,10.32,,,,,,,
NLD00057,,NL13_RO275,Netherlands (the),Lake station,RO275,,,,,,TREND,2009-01-01,,52.33185,4.81796,,,,1.5,,,,,,,
NLD00063,,NL13_RO436,Netherlands (the),Lake station,RO436,,,,,,TREND,2009-01-01,,52.28909,4.7951,,,,0.84,,,,,,,
NLD00062,,NL13_RO420,Netherlands (the),Lake station,RO420,,,,,,TREND,2009-01-01,,52.39871,4.58986,,,,1.22,,,,,,,
NLD00061,,NL13_RO371,Netherlands (the),Lake station,RO371,,,,,,TREND,2009-01-01,,52.13689,4.68316,,,,0.75,,,,,,,
NLD00362,,NL38_OGRAARA100,Netherlands (the),River station,GRAAFSE RAAM  LAGE RAAM  PEELKANAAL EA,,,RHINE-MEUSE,,9,TREND,NaT,European Environment Agency,51.741,5.7421,,,,,,,,,,,
NLD00363,,NL38_OGROOWE690,Netherlands (the),Lake station,GROOTE WETERING,,,RHINE-MEUSE,,6,TREND,NaT,European Environment Agency,51.7005,5.4405,,,,,,,,,,,
NLD00364,,NL38_OGROOWE890,Netherlands (the),Lake station,GROOTE WETERING,,,RHINE-MEUSE,,5,TREND,NaT,European Environment Agency,51.6965,5.3558,,,,,,,,,,,
NLD00365,,NL38_OHEDIMA540,Netherlands (the),Lake station,LUISBROEKSCHE WETERING EN HEDIKHUIZENSCHE MAAS,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.7272,5.1896,,,,,,,,,,,
NLD00366,,NL38_OHERTWE480,Netherlands (the),Lake station,HERTOGSWETERING  HOEFGRAAF E A,,,RHINE-MEUSE,,4,TREND,NaT,European Environment Agency,51.7915,5.5438,,,,,,,,,,,
NLD00367,,NL38_OHERTWE690,Netherlands (the),Lake station,HERTOGSWETERING  HOEFGRAAF E A,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.7707,5.459,,,,,,,,,,,
NLD00358,,NL38_ODE_AA_680,Netherlands (the),River station,AA VAN GEMERT TOT DEN BOSCH,,,RHINE-MEUSE,,6,TREND,NaT,European Environment Agency,51.648,5.4621,,,,,,,,,,,
NLD00359,,NL38_ODRONKA820,Netherlands (the),Lake station,DRONGELENS KANAAL,,,RHINE-MEUSE,,1,TREND,NaT,European Environment Agency,51.713,5.0742,,,,,,,,,,,
NLD00360,,NL38_OGOORLO520,Netherlands (the),River station,GOORLOOP TOT AAN WILHELMINAKANAAL,,,RHINE-MEUSE,,15,TREND,NaT,European Environment Agency,51.5024,5.6128,,,,,,,,,,,
NLD00361,,NL38_OGOORLO740,Netherlands (the),River station,GOORLOOP  BOERDONKSE AA EN AA VAN HELMOND,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5521,5.6151,,,,,,,,,,,
NLD00067,,NL13_RO888,Netherlands (the),Lake station,RO888,,,,,,TREND,2009-01-01,,52.34452,4.56148,,,,2.2,,,,,,,
NLD00066,,NL13_RO886,Netherlands (the),Lake station,RO886,,,,,,TREND,2009-01-01,,52.13559,4.33526,,,,1.55,,,,,,,
NLD00065,,NL13_RO601,Netherlands (the),Lake station,RO601,,,,,,TREND,2009-01-01,,52.16081,4.4378,,,,0.57,,,,,,,
NLD00064,,NL13_RO467,Netherlands (the),Lake station,RO467,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.10446,4.46622,,,,0.62,,,,,,,
NLD00071,,NL13_ROP022A04,Netherlands (the),Lake station,ROP022A04,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.07301,4.49542,,,,0.53,,,,,,,
NLD00070,,NL13_ROP022A03,Netherlands (the),Lake station,ROP022A03,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.08325,4.50799,,,,1.11,,,,,,,
NLD00069,,NL13_ROP01803,Netherlands (the),Lake station,ROP01803,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0531,4.75316,,,,1.75,,,,,,,
NLD00068,,NL13_ROP01101,Netherlands (the),Lake station,ROP01101,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.03646,4.66024,,,,0.12,,,,,,,
NLD00073,,NL13_ROP040A04,Netherlands (the),Lake station,ROP040A04,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0647,4.67155,,,,1.84,,,,,,,
NLD00072,,NL13_ROP03706,Netherlands (the),Lake station,ROP03706,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0983,4.43618,,,,0.43,,,,,,,
NLD00395,,NL39_00054,Netherlands (the),Lake station,VAART BLEISWIJK,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9848,4.4992,,,,,,,,,,,
NLD00273,,NL12_609001,Netherlands (the),Lake station,WATERDELEN POLDER DRIEBAN,,,,,-1,TREND,NaT,European Environment Agency,52.6729,5.2419,,,,,,,,,,,
NLD00396,,NL39_00067,Netherlands (the),Lake station,KRALINGSE PLAS,,,RHINE-MEUSE,,-3,TREND,NaT,European Environment Agency,51.9359,4.5153,,,,,,,,,,,
NLD00272,,NL12_5N9714,Netherlands (the),Lake station,WATERDELEN PURMER,,,,,-3,TREND,NaT,European Environment Agency,52.4679,5.002,,,,,,,,,,,
NLD00397,,NL39_00130,Netherlands (the),Lake station,LAGE BERGSE BOS,,,RHINE-MEUSE,,-3,TREND,NaT,European Environment Agency,51.9666,4.5148,,,,,,,,,,,
NLD00271,,NL12_570107,Netherlands (the),Lake station,WATERDELEN POLDER ZEEVANG,,,,,-2,TREND,NaT,European Environment Agency,52.5583,4.9935,,,,,,,,,,,
NLD00043,,NL05_32_302,Netherlands (the),River station,32_302,,,VECHT,,,TREND,2009-01-01,,52.35841,7.03989,,,,,,,,,,,
NLD00270,,NL12_540012,Netherlands (the),Lake station,WATERDELEN BEEMSTER,,,,,-4,TREND,NaT,European Environment Agency,52.5621,4.8914,,,,,,,,,,,
NLD00269,,NL12_540005,Netherlands (the),Lake station,WATERDELEN BEEMSTER,,,,,-4,TREND,NaT,European Environment Agency,52.5767,4.9448,,,,,,,,,,,
NLD00268,,NL12_531003,Netherlands (the),Lake station,WATERDELEN WIJDEWORMER,,,,,-5,TREND,NaT,European Environment Agency,52.4877,4.8607,,,,,,,,,,,
NLD00388,,NL38_OTRAVER830,Netherlands (the),Lake station,ZUID WILLEMSVAART TRAVERSE HELMOND,,,RHINE-MEUSE,,16,TREND,NaT,European Environment Agency,51.5125,5.6509,,,,,,,,,,,
NLD00389,,NL38_OVOBRLO820,Netherlands (the),Lake station,VOORDELDONKSE BROEKLOOP,,,RHINE-MEUSE,,25,TREND,NaT,European Environment Agency,51.3918,5.7565,,,,,,,,,,,
NLD00390,,NL38_OZUIDWV780,Netherlands (the),Lake station,ZUID WILLEMSVAART IN DEN BOSCH,,,RHINE-MEUSE,,5,TREND,NaT,European Environment Agency,51.6809,5.368,,,,,,,,,,,
NLD00391,,NL39_00024,Netherlands (the),Lake station,RINGVAART,,,RHINE-MEUSE,,0,TREND,NaT,European Environment Agency,51.9776,4.6523,,,,,,,,,,,
NLD00277,,NL12_670105,Netherlands (the),Lake station,WATERDELEN POLDER GROOTSLAG,,,,,-3,TREND,NaT,European Environment Agency,52.7393,5.1933,,,,,,,,,,,
NLD00392,,NL39_00030,Netherlands (the),Lake station,BERGSE PLASSEN,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9533,4.4984,,,,,,,,,,,
NLD00276,,NL12_618002,Netherlands (the),Lake station,WATERDELEN POLDER URSEM,,,,,-2,TREND,NaT,European Environment Agency,52.6201,4.922,,,,,,,,,,,
NLD00275,,NL12_613005,Netherlands (the),Lake station,WATERDELEN POLDER WESTERKOGGE,,,,,-1,TREND,NaT,European Environment Agency,52.6248,5.0146,,,,,,,,,,,
NLD00393,,NL39_00040,Netherlands (the),Lake station,ZEVENHUIZERPLAS,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9788,4.5624,,,,,,,,,,,
NLD00394,,NL39_00041,Netherlands (the),Lake station,HOGE BERGSE BOS,,,RHINE-MEUSE,,-5,TREND,NaT,European Environment Agency,51.9757,4.5302,,,,,,,,,,,
NLD00274,,NL12_611006,Netherlands (the),Lake station,WATERDELEN OOSTERPOLDER,,,,,1,TREND,NaT,European Environment Agency,52.6438,5.0805,,,,,,,,,,,
NLD00034,,NL05_15_012,Netherlands (the),River station,15_012,,,VECHT,,,TREND,2009-01-01,,52.30705,6.7182,,,,,,,,,,,
NLD00038,,NL05_20_008,Netherlands (the),River station,20_008,,,VECHT,,,TREND,2009-01-01,,52.21923,6.58901,,,,,,,,,,,
NLD00037,,NL05_16_003,Netherlands (the),River station,16_003,,,VECHT,,,TREND,2009-01-01,,52.31843,6.78968,,,,,,,,,,,
NLD00036,,NL05_16_001,Netherlands (the),River station,16_001,,,VECHT,,,TREND,2009-01-01,,52.33823,6.73477,,,,,,,,,,,
NLD00035,,NL05_15_099,Netherlands (the),River station,15_099,,,VECHT,,,TREND,2009-01-01,,52.33124,6.72909,,,,,,,,,,,
NLD00042,,NL05_30_001,Netherlands (the),River station,30_001,,,VECHT,,,TREND,2009-01-01,,52.42419,6.95853,,,,,,,,,,,
NLD00041,,NL05_20_235,Netherlands (the),River station,20_235,,,VECHT,,,TREND,2009-01-01,,52.2518,6.82918,,,,,,,,,,,
NLD00040,,NL05_20_037,Netherlands (the),River station,20_037,,,VECHT,,,TREND,2009-01-01,,52.21821,6.62646,,,,,,,,,,,
NLD00039,,NL05_20_010,Netherlands (the),River station,20_010,,,VECHT,,,TREND,2009-01-01,,52.2435,6.67653,,,,,,,,,,,
NLD00384,,NL38_OPEELLO890,Netherlands (the),River station,PEELSE LOOP,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5738,5.6589,,,,,,,,,,,
NLD00262,,NL12_4N0806,Netherlands (the),Lake station,WATERDELEN DUINGEBIED ZUID NHN,,,,,5,TREND,NaT,European Environment Agency,52.6748,4.6359,,,,,,,,,,,
NLD00385,,NL38_OSNELLO810,Netherlands (the),River station,ESPERLOOP EN SNELLE LOOP,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5533,5.6596,,,,,,,,,,,
NLD00261,,NL12_4N0804,Netherlands (the),Lake station,WATERDELEN WESTERDUINEN  EN  PWN,,,,,3,TREND,NaT,European Environment Agency,52.5488,4.6191,,,,,,,,,,,
NLD00386,,NL38_OTEEFWE900,Netherlands (the),Lake station,HERTOGSWETERING  HOEFGRAAF E A,,,RHINE-MEUSE,,3,TREND,NaT,European Environment Agency,51.7971,5.5126,,,,,,,,,,,
NLD00260,,NL12_485101,Netherlands (the),Lake station,WATERDELEN DE SCHERMER NOORD,,,,,-4,TREND,NaT,European Environment Agency,52.6069,4.8832,,,,,,,,,,,
NLD00387,,NL38_OTOCHSL800,Netherlands (the),River station,TOCHTSLOOT,,,RHINE-MEUSE,,9,TREND,NaT,European Environment Agency,51.7438,5.7857,,,,,,,,,,,
NLD00259,,NL12_480110,Netherlands (the),Lake station,WATERRIJK EILANDSPOLDER,,,,,-2,TREND,NaT,European Environment Agency,52.5898,4.8869,,,,,,,,,,,
NLD00258,,NL12_475104,Netherlands (the),Lake station,WATERDELEN POLDER ASSENDELFT  NW,,,,,-2,TREND,NaT,European Environment Agency,52.486,4.7703,,,,,,,,,,,
NLD00378,,NL38_OLOONVA100,Netherlands (the),Lake station,NIEUWE LOONSE VAART,,,RHINE-MEUSE,,4,TREND,NaT,European Environment Agency,51.6709,5.1383,,,,,,,,,,,
NLD00379,,NL38_OLORRGR700,Netherlands (the),Lake station,LORREGRAAF EN ANDERE M1 WATERLOPEN,,,RHINE-MEUSE,,1,TREND,NaT,European Environment Agency,51.7732,5.3988,,,,,,,,,,,
NLD00267,,NL12_531002,Netherlands (the),Lake station,WATERDELEN WIJDEWORMER,,,,,-5,TREND,NaT,European Environment Agency,52.5075,4.8876,,,,,,,,,,,
NLD00380,,NL38_OOEFFRA850,Netherlands (the),River station,OEFFELTSCHE RAAM EA,,,RHINE-MEUSE,,11,TREND,NaT,European Environment Agency,51.7044,5.9432,,,,,,,,,,,
NLD00266,,NL12_528011,Netherlands (the),Lake station,WATERRIJK WORMER  EN JISPERVELD,,,,,-2,TREND,NaT,European Environment Agency,52.5154,4.8638,,,,,,,,,,,
NLD00381,,NL38_OPEELKA100,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,25,TREND,NaT,European Environment Agency,51.5664,5.8386,,,,,,,,,,,
NLD00265,,NL12_519003,Netherlands (the),Lake station,WATERRIJK WATERLAND,,,,,-2,TREND,NaT,European Environment Agency,52.4796,4.9391,,,,,,,,,,,
NLD00382,,NL38_OPEELKA450,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,20,TREND,NaT,European Environment Agency,51.6127,5.768,,,,,,,,,,,
NLD00264,,NL12_517017,Netherlands (the),Lake station,WATERRIJK WATERLAND,,,,,0,TREND,NaT,European Environment Agency,52.4434,5.0482,,,,,,,,,,,
NLD00383,,NL38_OPEELKA650,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,16,TREND,NaT,European Environment Agency,51.6618,5.739,,,,,,,,,,,
NLD00263,,NL12_4N0807,Netherlands (the),Lake station,WATERDELEN POLDERS BERGERMEER,,,,,1,TREND,NaT,European Environment Agency,52.6483,4.734,,,,,,,,,,,
NLD00045,,NL05_36_001,Netherlands (the),River station,36_001,,,VECHT,,,TREND,2009-01-01,,52.435,6.97208,,,,,,,,,,,
NLD00044,,NL05_34_033,Netherlands (the),River station,34_033,,,VECHT,,,TREND,2009-01-01,,52.43414,6.94787,,,,,,,,,,,
NLD00049,,NL05_40_219,Netherlands (the),River station,40_219,,,VECHT,,,TREND,2009-01-01,,52.27117,7.02917,,,,,,,,,,,
NLD00048,,NL05_40_019,Netherlands (the),River station,40_019,,,VECHT,,,TREND,2009-01-01,,52.24028,6.992,,,,,,,,,,,
NLD00047,,NL05_40_004,Netherlands (the),River station,40_004,,,VECHT,,,TREND,2009-01-01,,52.2356,7.00394,,,,,,,,,,,
NLD00046,,NL05_37_300,Netherlands (the),River station,37_300,,,VECHT,,,TREND,2009-01-01,,52.39463,6.96401,,,,,,,,,,,
NLD00053,,NL13_RO092A,Netherlands (the),Lake station,RO092A,,,,,,TREND,2009-01-01,,52.1281,4.57474,,,,4.95,,,,,,,
NLD00052,,NL13_RO058,Netherlands (the),Lake station,RO058,,,,,,TREND,2009-01-01,,52.20898,4.53785,,,,4.19,,,,,,,
NLD00051,,NL13_RO012,Netherlands (the),Lake station,RO012,,,,,,TREND,2009-01-01,,52.37014,4.67176,,,,4.1,,,,,,,
NLD00050,,NL05_41_001,Netherlands (the),River station,41_001,,,VECHT,,,TREND,2009-01-01,,52.24409,7.0385,,,,,,,,,,,
NLD00023,,NL05_02_202,Netherlands (the),River station,02_202,,,VECHT,,,TREND,2009-01-01,,52.33596,6.49326,,,,,,,,,,,
NLD00022,,NL05_02_027,Netherlands (the),River station,02_027,,,VECHT,,,TREND,2009-01-01,,52.31423,6.56345,,,,,,,,,,,
NLD00143,,NL93_VURN,Netherlands (the),River station,VURN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.81549,5.04031,,,,,,,,,,,
NLD00021,,NL05_02_004,Netherlands (the),River station,02_004,,,VECHT,,,TREND,2009-01-01,,52.4132,6.48585,,,,,,,,,,,
NLD00142,,NL93_LOBPTN,Netherlands (the),River station,LOBPTN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.85421,6.09118,,,,,,,,,,,
NLD00016,,NL04_LVE85,Netherlands (the),River station,LVE85,,,VECHT,,,TREND,2009-01-01,,52.51818,6.21283,,,,,,,,,,,
NLD00137,,NL92_VROUWZD,Netherlands (the),Lake station,VROUWZD,,,,,,TREND,2009-01-01,,52.81035,5.39314,,,,1148.95,,,,,,,
NLD00136,,NL92_VELWMMDN,Netherlands (the),Lake station,VELWMMDN,,,,,,TREND,2009-01-01,,52.40065,5.67784,,,,64.88,,,,,,,
NLD00135,,NL92_RAMSDP,Netherlands (the),Lake station,RAMSDP,,,VECHT,,,TREND,2009-01-01,,52.63006,5.93171,,,,21.19,,,,,,,
NLD00134,,NL92_MARKMMDN,Netherlands (the),Lake station,MARKMMDN,,,,,,TREND,2009-01-01,,52.52669,5.21937,,,,699.44,,,,,,,
NLD00020,,NL05_01_300,Netherlands (the),River station,01_300,,,VECHT,,,TREND,2009-01-01,,52.51097,6.39154,,,,,,,,,,,
NLD00141,,NL93_KAMPN,Netherlands (the),River station,KAMPN,,,VECHT,,,TREND,2009-01-01,,52.55382,5.92391,,,,,,,,,,,
NLD00019,,NL05_01_004,Netherlands (the),River station,01_004,,,VECHT,,,TREND,2009-01-01,,52.46882,6.45168,,,,,,,,,,,
NLD00140,,NL93_HAGSN,Netherlands (the),River station,HAGSN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.99113,5.13655,,,,,,,,,,,
NLD00018,,NL05_01_003,Netherlands (the),River station,01_003,,,VECHT,,,TREND,2009-01-01,,52.47285,6.47234,,,,,,,,,,,
NLD00139,,NL93_GENMDN,Netherlands (the),River station,GENMDN,,,VECHT,,,TREND,2009-01-01,,52.62972,6.03856,,,,,,,,,,,
NLD00138,,NL93_EEFDBVN,Netherlands (the),Lake station,EEFDBVN,,,VECHT,,,TREND,2009-01-01,,52.16043,6.23773,,,,4.15,,,,,,,
NLD00017,,NL04_SNZ60,Netherlands (the),Lake station,SNZ60,,,VECHT,,,TREND,2009-01-01,,52.40516,6.38237,,,,0.01,,,,,,,
NLD00033,,NL05_14_002,Netherlands (the),River station,14_002,,,VECHT,,,TREND,2009-01-01,,52.34403,6.75176,,,,,,,,,,,
NLD00032,,NL05_10_023,Netherlands (the),River station,10_023,,,VECHT,,,TREND,2009-01-01,,52.31976,6.57945,,,,,,,,,,,
NLD00144,,NL93_WIENE,Netherlands (the),Lake station,WIENE,,,VECHT,,,TREND,2009-01-01,,52.23708,6.64185,,,,4.15,,,,,,,
NLD00027,,NL05_06_006,Netherlands (the),River station,06_006,,,VECHT,,,TREND,2009-01-01,,52.43931,6.70657,,,,,,,,,,,
NLD00148,,NL94_KEIZVR,Netherlands (the),River station,KEIZVR,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.72019,4.89444,,,,,,,,,,,
NLD00026,,NL05_06_005,Netherlands (the),River station,06_005,,,VECHT,,,TREND,2009-01-01,,52.43587,6.70935,,,,,,,,,,,
NLD00147,,NL94_GOUDVHVN,Netherlands (the),River station,GOUDVHVN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.99672,4.69118,,,,,,,,,,,
NLD00025,,NL05_06_003,Netherlands (the),River station,06_003,,,VECHT,,,TREND,2009-01-01,,52.43322,6.71583,,,,,,,,,,,
NLD00146,,NL94_BRAKL,Netherlands (the),River station,BRAKL,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.79409,5.05308,,,,,,,,,,,
NLD00024,,NL05_03_001,Netherlands (the),River station,03_001,,,VECHT,,,TREND,2009-01-01,,52.30677,6.58573,,,,,,,,,,,
NLD00145,,NL94_BOVSS,Netherlands (the),River station,BOVSS,,,,,,TREND,2009-01-01,,51.69246,4.49338,,,,,,,,,,,
NLD00031,,NL05_09_002,Netherlands (the),River station,09_002,,,VECHT,,,TREND,2009-01-01,,52.37604,6.71269,,,,,,,,,,,
NLD00030,,NL05_08_005,Netherlands (the),Lake station,08_005,,,VECHT,,,TREND,2009-01-01,,52.42469,6.60005,,,,0.01,,,,,,,
NLD00029,,NL05_08_001,Netherlands (the),Lake station,08_001,,,VECHT,,,TREND,2009-01-01,,52.43754,6.56736,,,,0.11,,,,,,,
NLD00028,,NL05_07_001,Netherlands (the),River station,07_001,,,VECHT,,,TREND,2009-01-01,,52.46692,6.4577,,,,,,,,,,,
NLD00149,,NL94_PUTTHK,Netherlands (the),River station,PUTTHK,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.81165,4.56599,,,,,,,,,,,
NLD00123,,NL89_SASVGT,Netherlands (the),Lake station,SASVGT,,,,,,TREND,2009-01-01,,51.21029,3.80222,,,,3.94,,,,,,,
NLD00122,,NL89_OESTDM,Netherlands (the),Lake station,OESTDM,,,,,,TREND,2009-01-01,,51.47393,4.22706,,,,16.63,,,,,,,
NLD00121,,NL89_DREISR,Netherlands (the),Lake station,DREISR,,,,,,TREND,2009-01-01,,51.71462,3.99933,,,,139.31,,,,,,,
NLD00120,,NL87_IJMDN1,Netherlands (the),Lake station,IJMDN1,,,,,,TREND,2009-01-01,,52.46601,4.62201,,,,21.83,,,,,,,
NLD00115,,NL36_OWM_017M,Netherlands (the),Lake station,OWM_017M,,,VECHT,,,TREND,2009-01-01,,52.61802,6.48154,,,,0.02,,,,,,,
NLD00114,,NL36_OWM_016M,Netherlands (the),Lake station,OWM_016M,,,VECHT,,,TREND,2009-01-01,,52.57436,6.60836,,,,0.01,,,,,,,
NLD00119,,NL87_AMSDM,Netherlands (the),Lake station,AMSDM,,,,,,TREND,2009-01-01,,52.37953,4.90889,,,,21.83,,,,,,,
NLD00118,,NL86_NIEUWSS,Netherlands (the),Lake station,NIEUWSS,,,,,,TREND,2009-01-01,,52.20443,5.00143,,,,6.65,,,,,,,
NLD00117,,NL86_NIEUWGN,Netherlands (the),Lake station,NIEUWGN,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.02273,5.11301,,,,6.65,,,,,,,
NLD00116,,NL36_OWM_018M,Netherlands (the),Lake station,OWM_018M,,,VECHT,,,TREND,2009-01-01,,52.66394,6.64559,,,,0.01,,,,,,,
NLD00133,,NL92_KETMWT,Netherlands (the),Lake station,KETMWT,,,VECHT,,,TREND,2009-01-01,,52.60919,5.65419,,,,42.36,,,,,,,
NLD00132,,NL92_EEMMDK23,Netherlands (the),Lake station,EEMMDK23,,,,,,TREND,2009-01-01,,52.27875,5.35511,,,,42.92,,,,,,,
NLD00131,,NL92_ANDK,Netherlands (the),Lake station,ANDK,,,,,,TREND,2009-01-01,,52.75052,5.26502,,,,1148.95,,,,,,,
NLD00126,,NL90_NEDWT,Netherlands (the),Lake station,NEDWT,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.27284,5.74975,,,,7.76,,,,,,,
NLD00125,,NL89_STEENBGN,Netherlands (the),Lake station,STEENBGN,,,,,,TREND,2009-01-01,,51.6412,4.24228,,,,63.17,,,,,,,
NLD00124,,NL89_SOELKKPDOT,Netherlands (the),Lake station,SOELKKPDOT,,,,,,TREND,2009-01-01,,51.54221,3.73082,,,,41.86,,,,,,,
NLD00130,,NL91_STEVWT,Netherlands (the),River station,STEVWT,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.13211,5.84236,,,,,,,,,,,
NLD00129,,NL91_HEEL,Netherlands (the),River station,HEEL,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.18757,5.92716,,,,,,,,,,,
NLD00128,,NL91_EIJSDPTN,Netherlands (the),River station,EIJSDPTN,,,RHINE-MEUSE,,,TREND,2009-01-01,,50.7795,5.69911,,,,,,,,,,,
NLD00127,,NL91_BELFBVN,Netherlands (the),River station,BELFBVN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.3186,6.11333,,,,,,,,,,,
NLD00152,,NL02_0099,Netherlands (the),River station,TJONGER MIDDENLOOP,,,,,4,TREND,NaT,European Environment Agency,52.9823,6.1814,,,,,,,,,,,
NLD00151,,NL02_0075,Netherlands (the),Lake station,SNEEKERMEERGEBIED E O,,,,,-2,TREND,NaT,European Environment Agency,53.0341,5.752,,,,,,,,,,,
NLD00150,,NL02_0033,Netherlands (the),Lake station,FRIESE BOEZEM   GROTE DIEPE KANALEN,,,,,0,TREND,NaT,European Environment Agency,53.185,5.9893,,,,,,,,,,,
NLD00157,,NL05_02_039,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,7,TREND,NaT,European Environment Agency,52.3951,6.4706,,,,,,,,,,,
NLD00156,,NL05_02_037,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,5,TREND,NaT,European Environment Agency,52.4353,6.4474,,,,,,,,,,,
NLD00155,,NL05_01_026,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,6,TREND,NaT,European Environment Agency,52.4481,6.4393,,,,,,,,,,,
NLD00154,,NL05_01_009,Netherlands (the),River station,BENEDEN REGGE,,,VECHT,,8,TREND,NaT,European Environment Agency,52.5056,6.4042,,,,,,,,,,,
