GEMS Station Number,Historical GEMS Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
NLD00108,,NL36_OWM_010M,Netherlands (the),River station,OWM_010M,,,VECHT,,,TREND,2009-01-01,,52.67363,6.75322,,,,,,,,,,,
NLD00107,,NL36_OWM_009M,Netherlands (the),River station,OWM_009M,,,VECHT,,,TREND,2009-01-01,,52.68545,6.73376,,,,,,,,,,,
NLD00106,,NL36_OWM_007M,Netherlands (the),Lake station,OWM_007M,,,VECHT,,,TREND,2009-01-01,,52.74326,6.86143,,,,0.01,,,,,,,
NLD00105,,NL36_OWM_006M,Netherlands (the),River station,OWM_006M,,,VECHT,,,TREND,2009-01-01,,52.7615,6.83937,,,,,,,,,,,
NLD00079,,NL13_ROP11920,Netherlands (the),Lake station,ROP11920,,,,,,TREND,2009-01-01,,52.07292,4.73332,,,,0.21,,,,,,,
NLD00078,,NL13_ROP11307,Netherlands (the),Lake station,ROP11307,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.02807,4.78187,,,,1.05,,,,,,,
NLD00077,,NL13_ROP096A1A,Netherlands (the),Lake station,ROP096A1A,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0877,4.51478,,,,0.22,,,,,,,
NLD00076,,NL13_ROP09504,Netherlands (the),Lake station,ROP09504,,,,,,TREND,2009-01-01,,52.19353,4.72286,,,,1.64,,,,,,,
NLD00237,,NL12_002002,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM ZUID,,,,,-2,TREND,NaT,European Environment Agency,52.6017,5.0115,,,,,,,,,,,
NLD00236,,NL12_001003,Netherlands (the),Lake station,ALKMAARDERMEER,,,,,-1,TREND,NaT,European Environment Agency,52.5579,4.7531,,,,,,,,,,,
NLD00083,,NL13_ROP16101,Netherlands (the),Lake station,ROP16101,,,,,,TREND,2009-01-01,,52.21482,4.71014,,,,0.08,,,,,,,
NLD00082,,NL13_ROP15004,Netherlands (the),Lake station,ROP15004,,,,,,TREND,2009-01-01,,52.16285,4.66492,,,,0.12,,,,,,,
NLD00235,,NL11_WATERLEIDINGPLAS,Netherlands (the),Lake station,WATERLEIDINGPLAS,,,,,-2,TREND,NaT,European Environment Agency,52.2135,5.0481,,,,,,,,,,,
NLD00081,,NL13_ROP14323,Netherlands (the),Lake station,ROP14323,,,,,,TREND,2009-01-01,,52.19673,4.64301,,,,0.64,,,,,,,
NLD00234,,NL11_VINKEVEENSEPLASSEN,Netherlands (the),Lake station,VINKEVEENSE PLASSEN,,,,,-2,TREND,NaT,European Environment Agency,52.2386,4.9447,,,,,,,,,,,
NLD00080,,NL13_ROP13409,Netherlands (the),Lake station,ROP13409,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.02921,4.75974,,,,8.29,,,,,,,
NLD00233,,NL11_VECHT,Netherlands (the),Lake station,VECHT,,,,,-1,TREND,NaT,European Environment Agency,52.2688,5.0265,,,,,,,,,,,
NLD00354,,NL38_OBAKEAA400,Netherlands (the),River station,BAKELSE AA  OUDE AA EN KAWEISE LOOP,,,RHINE-MEUSE,,19,TREND,NaT,European Environment Agency,51.4975,5.7025,,,,,,,,,,,
NLD00355,,NL38_OBEEKGR880,Netherlands (the),Lake station,BEEKGRAAF,,,RHINE-MEUSE,,7,TREND,NaT,European Environment Agency,51.6316,5.5277,,,,,,,,,,,
NLD00356,,NL38_OBEEKLO890,Netherlands (the),River station,BEEKERLOOP,,,RHINE-MEUSE,,20,TREND,NaT,European Environment Agency,51.422,5.7063,,,,,,,,,,,
NLD00357,,NL38_OBOSSSL870,Netherlands (the),Lake station,BOSSCHE SLOOT EN VLIJMENSCH VENSCHE HOOFDLOOP,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.6742,5.2233,,,,,,,,,,,
NLD00348,,NL37_AOT32KRW,Netherlands (the),Lake station,TOCHTEN LAGE AFDELING NOP,,,,,-4,TREND,NaT,European Environment Agency,52.7318,5.6598,,,,,,,,,,,
NLD00349,,NL37_BUV95KRW,Netherlands (the),Lake station,VAARTEN NOP,,,,,-3,TREND,NaT,European Environment Agency,52.6579,5.6144,,,,,,,,,,,
NLD00350,,NL37_QKM12KRW,Netherlands (the),Lake station,VOLLENHOVER  EN KADOELERMEER,,,VECHT,,0,TREND,NaT,European Environment Agency,52.6582,5.9812,,,,,,,,,,,
NLD00351,,NL38_OAFSLSC500,Netherlands (the),Lake station,MUNSCHE WETERING,,,RHINE-MEUSE,,6,TREND,NaT,European Environment Agency,51.7646,5.658,,,,,,,,,,,
NLD00352,,NL38_OANTHLO810,Netherlands (the),Lake station,ST ANTHONISLOOP,,,RHINE-MEUSE,,8,TREND,NaT,European Environment Agency,51.6919,5.8269,,,,,,,,,,,
NLD00353,,NL38_OASTEAA860,Netherlands (the),River station,ASTENSE AA EN SOELOOP,,,RHINE-MEUSE,,21,TREND,NaT,European Environment Agency,51.4387,5.7182,,,,,,,,,,,
NLD00232,,NL11_VAARTENVECHTSTREEK,Netherlands (the),Lake station,VAARTEN VECHTSTREEK,,,,,-1,TREND,NaT,European Environment Agency,52.2681,5.1223,,,,,,,,,,,
NLD00231,,NL11_VAARTENRONDEHOEP,Netherlands (the),Lake station,VAARTEN RONDE HOEP,,,,,-4,TREND,NaT,European Environment Agency,52.272,4.9042,,,,,,,,,,,
NLD00230,,NL11_VAARTENGROOTMIJDREC,Netherlands (the),Lake station,VAARTEN GROOT MIJDRECHT,,,,,-6,TREND,NaT,European Environment Agency,52.2239,4.9043,,,,,,,,,,,
NLD00229,,NL11_VAARTENAMSTERDAM,Netherlands (the),Lake station,VAARTEN AMSTERDAM,,,,,5,TREND,NaT,European Environment Agency,52.3642,4.9021,,,,,,,,,,,
NLD00075,,NL13_ROP09412,Netherlands (the),Lake station,ROP09412,,,,,,TREND,2009-01-01,,52.15297,4.79542,,,,8.2,,,,,,,
CZE00052,,CZPVL_7800,Czechia,River station,SAMŠÍN (OVCÍN),,,ELBE,,,IMPACT,1995-01-01,,49.49356,15.07903,,,,,,,,,,,
NLD00228,,NL11_TUSSENBOEZEMA,Netherlands (the),Lake station,TUSSENBOEZEM VINKEVEEN A,,,,,-2,TREND,NaT,European Environment Agency,52.2066,4.9375,,,,,,,,,,,
CZE00053,,CZPVL_8964,Czechia,River station,OSTROVSKÝ P.(PR.SÁZAVY)-ZRUC N.SÁZAVOU,,,ELBE,,,IMPACT,2002-01-01,,49.74212,15.10416,,,,,,,,,,,
NLD00074,,NL13_ROP0931A,Netherlands (the),Lake station,ROP0931A,,,,,,TREND,2009-01-01,,52.15964,4.72882,,,,0.33,,,,,,,
CZE00050,,CZPVL_5031,Czechia,River station,PORÍCÍ N.SÁZAVOU,,,ELBE,,,IMPACT,1996-01-01,,49.83955,14.67992,,,,,,,,,,,
NLD00090,,NL14_20932,Netherlands (the),Lake station,20932,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.00357,4.79104,,,,0.11,,,,,,,
NLD00089,,NL14_20910,Netherlands (the),Lake station,20910,,,,,,TREND,2009-01-01,,52.05448,5.1014,,,,0.08,,,,,,,
NLD00088,,NL13_ROP30614,Netherlands (the),Lake station,ROP30614,,,,,,TREND,2009-01-01,,52.41158,4.73277,,,,0.06,,,,,,,
NLD00227,,NL11_TERRANOVA,Netherlands (the),Lake station,TERRA NOVA,,,,,0,TREND,NaT,European Environment Agency,52.2177,5.0406,,,,,,,,,,,
NLD00087,,NL13_ROP24213,Netherlands (the),Lake station,ROP24213,,,,,,TREND,2009-01-01,,52.11732,4.54647,,,,0.33,,,,,,,
NLD00226,,NL11_STICHTSANKEVEEN,Netherlands (the),Lake station,STICHTSE ANKEVEENSE PLASSEN,,,,,-1,TREND,NaT,European Environment Agency,52.2695,5.0818,,,,,,,,,,,
JPN00026,080026,,Japan,Lake station,Lake Kasumigaura - Station 9,"3.3 km off Tamatsukuri (Lake Center), Ibaraki Prefecture",,TONE,,0.2,TREND,1977-04-01,National Institute for Environmental Studies - Center for Global Environment Research,36.04305556,140.4116667,,,7.3,220,0.8,0.6,,,,,
NLD00225,,NL11_STERENZODDEN,Netherlands (the),Lake station,STER EN ZODDEN,,,,,2,TREND,NaT,European Environment Agency,52.1977,5.1039,,,,,,,,,,,
JPN00025,080025,,Japan,Lake station,Lake Kasumigaura - Station 3,1.3 km off Tamatsukuri Ibaraki Prefecture,,TONE,,0.2,TREND,1977-04-01,National Institute for Environmental Studies - Center for Global Environment Research,36.11972222,140.3902778,,,7.3,220,0.8,0.6,,,,,
NLD00093,,NL15_OW043-002,Netherlands (the),Lake station,OW043-002,,,,,,TREND,2009-01-01,,52.08235,4.27608,,,,0.16,,,,,,,
NLD00224,,NL11_SPIEGELPLAS,Netherlands (the),Lake station,SPIEGELPLAS,,,,,-1,TREND,NaT,European Environment Agency,52.2684,5.0591,,,,,,,,,,,
NLD00223,,NL11_OUDERKERKERPLAS,Netherlands (the),Lake station,OUDERKERKERPLAS,,,,,-4,TREND,NaT,European Environment Agency,52.2902,4.9307,,,,,,,,,,,
NLD00092,,NL15_OW021-003,Netherlands (the),Lake station,OW021-003,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.92358,4.28091,,,,0.25,,,,,,,
NLD00222,,NL11_NOORDERIJPLAS,Netherlands (the),Lake station,NOORDER IJPLAS,,,,,0,TREND,NaT,European Environment Agency,52.4241,4.8642,,,,,,,,,,,
NLD00091,,NL15_OW004-001,Netherlands (the),Lake station,OW004-001,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0107,4.2987,,,,0.25,,,,,,,
NLD00343,,NL37_00535KRW,Netherlands (the),Lake station,TOCHTEN J,,,VECHT,,-5,TREND,NaT,European Environment Agency,52.5709,5.6939,,,,,,,,,,,
NLD00344,,NL37_00540KRW,Netherlands (the),Lake station,TOCHTEN H,,,,,-5,TREND,NaT,European Environment Agency,52.5033,5.5906,,,,,,,,,,,
NLD00345,,NL37_00541KRW,Netherlands (the),Lake station,TOCHTEN H,,,,,-6,TREND,NaT,European Environment Agency,52.5227,5.5902,,,,,,,,,,,
NLD00346,,NL37_00586KRW,Netherlands (the),Lake station,TOCHTEN ABC1,,,,,-4,TREND,NaT,European Environment Agency,52.414,5.6726,,,,,,,,,,,
NLD00347,,NL37_ACV90KRW,Netherlands (the),Lake station,TOCHTEN LAGE AFDELING NOP,,,,,-4,TREND,NaT,European Environment Agency,52.7604,5.7505,,,,,,,,,,,
NLD00338,,NL34_4122,Netherlands (the),River station,REITDIEP KOMMERZIJL,,,,,0,TREND,NaT,European Environment Agency,53.3273,6.4254,,,,,,,,,,,
NLD00339,,NL34_5527,Netherlands (the),Lake station,PATERSWOLDSEMEER,,,,,-1,TREND,NaT,European Environment Agency,53.163,6.5778,,,,,,,,,,,
NLD00340,,NL37_00003KRW,Netherlands (the),Lake station,TOCHTEN FGIK,,,,,-6,TREND,NaT,European Environment Agency,52.4255,5.421,,,,,,,,,,,
NLD00341,,NL37_00524KRW,Netherlands (the),Lake station,VAARTEN HOGE AFDELING ZOF,,,,,-2,TREND,NaT,European Environment Agency,52.3715,5.6133,,,,,,,,,,,
NLD00342,,NL37_00532KRW,Netherlands (the),Lake station,VAARTEN LAGE AFDELING ZOF,,,VECHT,,-3,TREND,NaT,European Environment Agency,52.5751,5.7519,,,,,,,,,,,
NLD00221,,NL11_NAARDERMEER,Netherlands (the),Lake station,NAARDERMEER,,,,,-1,TREND,NaT,European Environment Agency,52.2989,5.1193,,,,,,,,,,,
NLD00220,,NL11_HOLLANDSANKEVEEN,Netherlands (the),Lake station,HOLLANDS ANKEVEENSE PLASSEN,,,,,-1,TREND,NaT,European Environment Agency,52.2731,5.091,,,,,,,,,,,
NLD00219,,NL11_GROTEMAARSSEVEENSEP,Netherlands (the),Lake station,GROTE MAARSSEVEENSE PLAS,,,,,-1,TREND,NaT,European Environment Agency,52.1414,5.0876,,,,,,,,,,,
JPN00028,080028,,Japan,River station,Sagami River - at Benten Bridge,0.8 km downstream of Sagami Reservoir Dam,,,1016,5,TREND,1995-04-10,National Institute for Environmental Studies - Center for Global Environment Research,35.61944444,139.2025,37.5,32,,,,,,,,,
NLD00218,,NL11_BOTSHOL,Netherlands (the),Lake station,BOTSHOL,,,,,-3,TREND,NaT,European Environment Agency,52.2506,4.9242,,,,,,,,,,,
JPN00027,080027,,Japan,Lake station,Lake Kasumigaura - Station 12,"1.0 km off Asd, Ibaraki Prefecture",,TONE,,0.2,TREND,1977-04-01,National Institute for Environmental Studies - Center for Global Environment Research,35.97777778,140.4813889,,,7.3,220,0.8,0.6,,,,,
NLD00086,,NL13_ROP21706,Netherlands (the),Lake station,ROP21706,,,,,,TREND,2009-01-01,,52.29861,4.83893,,,,0.77,,,,,,,
NLD00085,,NL13_ROP18068,Netherlands (the),Lake station,ROP18068,,,,,,TREND,2009-01-01,,52.34651,4.75147,,,,1.46,,,,,,,
JPN00032,080032,,Japan,Lake station,Lake Mikata,,,,,0,TREND,2016-03-22,National Institute for Environmental Studies - Center for Environmental Biology and Ecosystem,35.56777778,135.8816667,,,5.8,3.6,,,,,,,
NLD00084,,NL13_ROP16911,Netherlands (the),Lake station,ROP16911,,,,,,TREND,2009-01-01,,52.13086,4.70515,,,,0.15,,,,,,,
NLD00174,,NL05_20_092,Netherlands (the),River station,BOVEN REGGE,,,VECHT,,12,TREND,NaT,European Environment Agency,52.2069,6.5441,,,,,,,,,,,
NLD00417,,NL43_289880KRW,Netherlands (the),Lake station,NOORDERWETERING,,,,,-1,TREND,NaT,European Environment Agency,52.2593,5.3474,,,,,,,,,,,
CZE00034,,CZPOH_1016,Czechia,River station,OHRE JINDRICHOV,,,ELBE,,,TREND,2010-01-01,,50.10679,12.39661,,,,,,,,,,,
NLD00296,,NL25_790401,Netherlands (the),Lake station,TONNEKREEK COMPLEX,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.6786,4.4924,,,,,,,,,,,
NLD00173,,NL05_20_090,Netherlands (the),River station,AZELERBEEK,,,VECHT,,25,TREND,NaT,European Environment Agency,52.2195,6.7739,,,,,,,,,,,
NLD00297,,NL25_820001,Netherlands (the),Lake station,MARKIEZAATSMEER,,,,,-9999,TREND,NaT,European Environment Agency,51.4739,4.2439,,,,,,,,,,,
CZE00035,,CZPOH_1022,Czechia,River station,ROLAVA RYBÁRE,,,ELBE,,,TREND,2010-01-01,,50.23347,12.84678,,,,,,,,,,,
CZE00032,,CZPOD_1163,Czechia,River station,BOHUMÍN,,,ODER/ODRA,,,TREND,1963-01-01,,49.9203,18.32705,,,,,,,,,,,
NLD00172,,NL05_20_074,Netherlands (the),River station,HAGMOLENBEEK,,,VECHT,,22,TREND,NaT,European Environment Agency,52.216,6.723,,,,,,,,,,,
CZE00033,,CZPOH_1001,Czechia,River station,OHRE TEREZÍN,,,ELBE,,,TREND,2010-01-01,,50.51112,14.156,,,,,,,,,,,
NLD00171,,NL05_20_020,Netherlands (the),River station,POELSBEEK,,,VECHT,,17,TREND,NaT,European Environment Agency,52.1778,6.6121,,,,,,,,,,,
NLD00170,,NL05_20_017,Netherlands (the),River station,HAGMOLENBEEK,,,VECHT,,32,TREND,NaT,European Environment Agency,52.1689,6.8116,,,,,,,,,,,
CZE00038,,CZPOH_1147,Czechia,River station,ODRAVA SLAPANY HRANICE,,,ELBE,,,TREND,2010-01-01,,50.02499,12.36898,,,,,,,,,,,
CZE00039,,CZPOH_15306,Czechia,River station,BÍLÝ POTOK ÚSTÍ,,,ELBE,,,TREND,2010-01-01,,50.54876,13.59964,,,,,,,,,,,
NLD00169,,NL05_16_020,Netherlands (the),River station,GAMMELKERBEEK,,,VECHT,,19,TREND,NaT,European Environment Agency,52.3156,6.8318,,,,,,,,,,,
CZE00036,,CZPOH_1093,Czechia,River station,BÍLINA TRMICE,,,ELBE,,,TREND,2010-01-01,,50.64673,14.0066,,,,,,,,,,,
NLD00168,,NL05_16_019,Netherlands (the),River station,OUDE BORNSCHEBEEK,,,VECHT,,15,TREND,NaT,European Environment Agency,52.312,6.8086,,,,,,,,,,,
CZE00037,,CZPOH_1101,Czechia,River station,OHRE HRANICE,,,ELBE,,,TREND,2010-01-01,,50.09618,12.23939,,,,,,,,,,,
NLD00409,,NL39_KOP1035,Netherlands (the),Lake station,DEN HOEK EN SCHUWACHT,,,RHINE-MEUSE,,-2,TREND,NaT,European Environment Agency,51.928,4.6209,,,,,,,,,,,
NLD00288,,NL13_RO017,Netherlands (the),Lake station,TREKVAARTSYSTEEM,,,,,-1,TREND,NaT,European Environment Agency,52.3136,4.5681,,,,,,,,,,,
NLD00410,,NL43_200090KRW,Netherlands (the),Lake station,APELDOORNS KANAAL,,,VECHT,,7,TREND,NaT,European Environment Agency,52.4429,6.0735,,,,,,,,,,,
NLD00289,,NL15_OW006-003,Netherlands (the),Lake station,BOEZEM WESTLAND,,,RHINE-MEUSE,,0,TREND,NaT,European Environment Agency,51.9595,4.1811,,,,,,,,,,,
NLD00290,,NL25_200001,Netherlands (the),River station,MARK EN VLIET,,,RHINE-MEUSE,,-1,TREND,NaT,European Environment Agency,51.6451,4.3914,,,,,,,,,,,
NLD00411,,NL43_221010KRW,Netherlands (the),Lake station,OUDE IJSSEL,,,VECHT,,6,TREND,NaT,European Environment Agency,52.1548,6.1422,,,,,,,,,,,
NLD00291,,NL25_203607,Netherlands (the),Lake station,MOLENKREEK COMPLEX,,,,,-2,TREND,NaT,European Environment Agency,51.6125,4.3824,,,,,,,,,,,
NLD00412,,NL43_222010KRW,Netherlands (the),River station,VOORSTERBEEK,,,VECHT,,13,TREND,NaT,European Environment Agency,52.1786,6.1397,,,,,,,,,,,
NLD00292,,NL25_310201,Netherlands (the),Lake station,LIGNE,,,,,-1,TREND,NaT,European Environment Agency,51.5784,4.3019,,,,,,,,,,,
NLD00413,,NL43_232020KRW,Netherlands (the),Lake station,WETERINGEN,,,VECHT,,1,TREND,NaT,European Environment Agency,52.4377,6.0905,,,,,,,,,,,
NLD00293,,NL25_390111,Netherlands (the),Lake station,CRUIJSLANDSE KREKEN,,,,,-2,TREND,NaT,European Environment Agency,51.5733,4.3829,,,,,,,,,,,
NLD00177,,NL05_32_200,Netherlands (the),River station,PUNTBEEK,,,VECHT,,31,TREND,NaT,European Environment Agency,52.3419,7.0551,,,,,,,,,,,
NLD00414,,NL43_240720KRW,Netherlands (the),Lake station,WATERGANGEN OOSTERWOLDE,,,VECHT,,0,TREND,NaT,European Environment Agency,52.516,5.8755,,,,,,,,,,,
NLD00415,,NL43_289775KRW,Netherlands (the),River station,EEM,,,,,-1,TREND,NaT,European Environment Agency,52.2546,5.3279,,,,,,,,,,,
NLD00294,,NL25_690505,Netherlands (the),Lake station,GAT VAN DEN HAM,,,RHINE-MEUSE,,0,TREND,NaT,European Environment Agency,51.7191,4.7422,,,,,,,,,,,
NLD00176,,NL05_21_001,Netherlands (the),Lake station,VEENELEIDING,,,VECHT,,14,TREND,NaT,European Environment Agency,52.3653,6.779,,,,,,,,,,,
NLD00175,,NL05_20_401,Netherlands (the),River station,AZELERBEEK,,,VECHT,,25,TREND,NaT,European Environment Agency,52.2041,6.7925,,,,,,,,,,,
NLD00416,,NL43_289776KRW,Netherlands (the),Lake station,HAARSE WETERING,,,,,-1,TREND,NaT,European Environment Agency,52.2249,5.3281,,,,,,,,,,,
NLD00295,,NL25_710202,Netherlands (the),Lake station,ROODE VAART,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.6765,4.6179,,,,,,,,,,,
NLD00408,,NL39_KOP0801,Netherlands (the),Lake station,BERGAMBACHT,,,RHINE-MEUSE,,0,TREND,NaT,European Environment Agency,51.9074,4.7432,,,,,,,,,,,
CZE00045,,CZPVL_1094,Czechia,River station,BEROUN,,,ELBE,,,IMPACT,1963-01-01,,49.96012,14.075,,,,,,,,,,,
NLD00163,,NL05_07_301,Netherlands (the),River station,LINDERBEEK,,,VECHT,,5,TREND,NaT,European Environment Agency,52.4535,6.4865,,,,,,,,,,,
NLD00406,,NL39_KOP0427,Netherlands (the),Lake station,STOLWIJK,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.9836,4.673,,,,,,,,,,,
NLD00285,,NL12_BDV044,Netherlands (the),Lake station,WATERRIJK  T TWISKE,,,,,-1,TREND,NaT,European Environment Agency,52.4537,4.8892,,,,,,,,,,,
NLD00162,,NL05_06_304,Netherlands (the),River station,GEESTERSCHE MOLENBEEK,,,VECHT,,19,TREND,NaT,European Environment Agency,52.4366,6.7519,,,,,,,,,,,
CZE00046,,CZPVL_1096,Czechia,River station,KRALUPY N.VLTAVOU,,,ELBE,,,IMPACT,1963-01-01,,50.23951,14.30422,,,,,,,,,,,
NLD00407,,NL39_KOP0478,Netherlands (the),Lake station,SLOTEN WATERRIJK BERKENWOUDE,,,RHINE-MEUSE,,-2,TREND,NaT,European Environment Agency,51.9415,4.7028,,,,,,,,,,,
NLD00286,,NL12_BDV048,Netherlands (the),Lake station,WATERDELEN DUINGEBIED TEXEL,,,,,1,TREND,NaT,European Environment Agency,53.0022,4.7456,,,,,,,,,,,
NLD00161,,NL05_06_024,Netherlands (the),River station,BROEKBEEK,,,VECHT,,15,TREND,NaT,European Environment Agency,52.4463,6.7448,,,,,,,,,,,
